SCD_training_data/source_images/BASE/cot1.tif, SCD_training_data/source_images/ANNOTATION/cot1_STOMATA_MASKS.tiff
SCD_training_data/source_images/BASE/cot2.tif, SCD_training_data/source_images/ANNOTATION/cot2_STOMATA_MASKS.tiff
SCD_training_data/source_images/BASE/cot3.tif, SCD_training_data/source_images/ANNOTATION/cot3_STOMATA_MASKS.tiff
SCD_training_data/source_images/BASE/cot4.tif, SCD_training_data/source_images/ANNOTATION/cot4_STOMATA_MASKS.tiff
SCD_training_data/source_images/BASE/cot5.tif, SCD_training_data/source_images/ANNOTATION/cot5_STOMATA_MASKS.tiff
SCD_training_data/source_images/BASE/WT_3dpg_cotyledons/WT_3_COT_30_112921_cot2_max_rotated_c2.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/112921_cot2_max_rotated_c2.tiff
SCD_training_data/source_images/BASE/WT_3dpg_cotyledons/WT_3_COT_19_112921_cot4_max_rotated_c2.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/112921_cot4_max_rotated_c2.tiff
SCD_training_data/source_images/extended_training_set_wt/Base_Images/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_101221_1_1_abaxial_merged.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_101221_1_1_abaxial_merged.tiff
SCD_training_data/source_images/extended_training_set_wt/Base_Images/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_101221_2_1_abaxial_merged.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_101221_2_1_abaxial_merged.tiff
SCD_training_data/source_images/extended_training_set_wt/Base_Images/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_101921_1_1_abaxial_merged.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_101921_1_1_abaxial_merged.tiff
SCD_training_data/source_images/extended_training_set_wt/Base_Images/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_101921_3_1_abaxial_merged.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_101921_3_1_abaxial_merged.tiff
SCD_training_data/source_images/extended_training_set_wt/Base_Images/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_120721-0002.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_4dpg_120721.tiff
SCD_training_data/source_images/extended_training_set_wt/Base_Images/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_5dpg_120121_3_1_abaxial_merged_rotated-0002.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/MASK__MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_5dpg_120121_3_1_abaxial_merged_rotated.tiff
SCD_training_data/source_images/extended_training_set_wt/Base_Images/MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_5dpg_120121_4_1_abaxial_merged_rotated-0002.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/MASK__MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_5dpg_120121_4_1_abaxial_merged_rotated.tiff
SCD_training_data/source_images/extended_training_set_wt/Base_Images/rotated_MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_3dpg_101821_2_1_abaxial_merged_cropped-for-outline.tif, SCD_training_data/source_images/extended_training_set_wt/Output_Masks/rotated_MAX_BRXL2pBRXL2-YFP_ML1pmCherry-RCI2A_3dpg_101821_2_1_abaxial_merged_cropped-for-outline.tiff
