,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1005,1606,1027,1632
1,2,1031,1280,1048,1301
2,3,1031,1467,1051,1488
3,4,1055,1931,1083,1962
4,5,1065,1784,1086,1804
5,6,1069,2201,1085,2220
6,7,1073,2084,1100,2116
7,8,1084,1312,1103,1333
8,9,1093,2012,1112,2030
9,10,1096,1027,1121,1052
10,11,1120,1349,1140,1371
11,12,1126,2433,1156,2473
12,13,1147,1595,1166,1614
13,14,1168,2468,1194,2494
14,15,1171,1691,1193,1716
15,16,1176,1500,1204,1528
16,17,1187,2631,1214,2662
17,18,1198,1234,1228,1268
18,19,1204,2096,1232,2125
19,20,1206,1112,1228,1138
20,21,1223,1986,1248,2014
21,22,1250,865,1274,886
22,23,1256,748,1281,773
23,24,1259,1199,1283,1223
24,25,1266,2495,1295,2531
25,26,1274,549,1294,572
26,27,1281,1808,1305,1829
27,28,1284,2663,1307,2690
28,29,1286,677,1312,699
29,30,1304,893,1330,919
30,31,1306,1592,1332,1619
31,32,1319,2153,1347,2181
32,33,1324,1312,1347,1342
33,34,1328,1047,1350,1071
34,35,1330,2838,1353,2858
35,36,1336,1917,1363,1940
36,37,1338,2362,1361,2387
37,38,1347,829,1365,846
38,39,1348,2638,1374,2669
39,40,1349,1979,1376,2007
40,41,1366,609,1386,631
41,42,1380,1545,1406,1580
42,43,1388,553,1408,572
43,44,1401,1922,1424,1945
44,45,1402,1334,1429,1367
45,46,1403,2277,1434,2308
46,47,1404,1259,1421,1278
47,48,1411,2056,1428,2079
48,49,1416,1066,1431,1086
49,50,1426,1703,1450,1726
50,51,1438,452,1455,471
51,52,1438,2771,1455,2789
52,53,1443,1766,1464,1787
53,54,1454,2919,1480,2947
54,55,1457,1234,1482,1258
55,56,1467,2039,1494,2065
56,57,1472,2225,1490,2245
57,58,1479,2823,1507,2858
58,59,1488,1439,1506,1458
59,60,1505,2640,1526,2662
60,61,1506,2915,1542,2951
61,62,1507,1893,1527,1921
62,63,1515,1197,1538,1221
63,64,1547,2876,1571,2904
64,65,1548,2063,1572,2092
65,66,1565,1360,1592,1392
66,67,1572,1591,1598,1619
67,68,1572,1757,1594,1781
68,69,1589,2813,1609,2838
69,70,1604,2485,1629,2516
70,71,1614,1952,1641,1981
71,72,1618,2755,1637,2776
72,73,1633,1446,1652,1468
73,74,1635,1280,1658,1310
74,75,1644,1510,1662,1527
75,76,1646,1221,1665,1242
76,77,1648,2690,1674,2719
77,78,1649,1591,1673,1621
78,79,1662,2525,1685,2547
79,80,1669,2337,1700,2372
80,81,1674,972,1700,1007
81,82,1676,2254,1698,2281
82,83,1685,328,1706,347
83,84,1691,2040,1722,2071
84,85,1703,1413,1728,1439
85,86,1711,2607,1732,2637
86,87,1714,1142,1734,1163
87,88,1715,704,1738,727
88,89,1720,1723,1743,1748
89,90,1723,812,1745,835
90,91,1729,2506,1750,2535
91,92,1735,1940,1763,1973
92,93,1744,379,1767,407
93,94,1744,602,1772,631
94,95,1751,2391,1779,2420
95,96,1762,990,1786,1020
96,97,1781,823,1803,846
97,98,1786,1767,1811,1793
98,99,1797,1410,1819,1432
99,100,1802,1958,1820,1976
100,101,1808,1540,1837,1574
101,102,1819,1156,1835,1181
102,103,1821,715,1842,736
103,104,1821,2174,1839,2191
104,105,1842,2111,1865,2133
105,106,1842,2373,1867,2400
106,107,1876,1040,1897,1060
107,108,1892,1500,1910,1518
108,109,1900,1687,1918,1707
109,110,1908,1217,1929,1240
110,111,1908,2098,1930,2124
111,112,1911,2047,1938,2074
112,113,1917,1777,1937,1798
113,114,1919,1845,1941,1867
114,115,1936,1940,1962,1972
115,116,1946,1554,1969,1574
